ukb_code	term_label	term_codes	mapping_type	ukb_fullcode	current_term_label	category
G37	CNS demyelinating autoimmune disease	EFO:1000870	Narrow?	G37-Diagnoses_main_ICD10_G37_Other_demyelinating_diseases_of_central_nervous_system	cns demyelinating autoimmune disease	disease
G58	mononeuropathy	EFO:0009558	Exact	G58-Diagnoses_main_ICD10_G58_Other_mononeuropathies	mononeuropathy	disease
G62	polyneuropathy	EFO:0009562	Exact	G62-Diagnoses_main_ICD10_G62_Other_polyneuropathies	polyneuropathy	disease
G93	brain disease	EFO:0005774	Exact	G93-Diagnoses_main_ICD10_G93_Other_disorders_of_brain	brain disease	disease
G95	spinal cord disease	EFO:0009488	Exact	G95-Diagnoses_main_ICD10_G95_Other_diseases_of_spinal_cord	spinal cord disease	disease
F45	somatoform disorder	EFO:0009687	Exact	F45-Diagnoses_main_ICD10_F45_Somatoform_disorders	somatoform disorder	disease
E04	goiter	EFO:0004283	Broad	E04-Diagnoses_main_ICD10_E04_Other_nontoxic_goitre	goiter	disease
E05	hyperthyroidism	EFO:0009189	Exact	E05-Diagnoses_main_ICD10_E05_Thyrotoxicosis_hyperthyroidism	hyperthyroidism	disease
E16	pancreas disease	EFO:0009605	Broad	E16-Diagnoses_main_ICD10_E16_Other_disorders_of_pancreatic_internal_secretion	pancreas disease	disease
E87	abnormality of metabolism/homeostasis	HP:0001939	Exact	E87-Diagnoses_main_ICD10_E87_Other_disorders_of_fluid_electrolyte_and_acidbase_balance	abnormality of metabolism/homeostasis	
D07	urogenital neoplasm	EFO:0003863	Broad	D07-Diagnoses_main_ICD10_D07_Carcinoma_in_situ_of_other_and_unspecified_genital_organs	urogenital neoplasm	disease
D09	carcinoma	EFO:0000313	Broad	D09-Diagnoses_main_ICD10_D09_Carcinoma_in_situ_of_other_and_unspecified_sites	carcinoma	disease
D13	digestive system neoplasm	EFO:0008549	Broad	D13-Diagnoses_main_ICD10_D13_Benign_neoplasm_of_other_and_illdefined_parts_of_digestive_system	digestive system neoplasm	disease
D14	respiratory system neoplasm	EFO:0003853	Broad	D14-Diagnoses_main_ICD10_D14_Benign_neoplasm_of_middle_ear_and_respiratory_system	respiratory system neoplasm	disease
D16	bone neoplasm	EFO:0003820	Broad	D16-Diagnoses_main_ICD10_D16_Benign_neoplasm_of_bone_and_articular_cartilage	bone neoplasm	disease
D17	lipoma	EFO:0000759	Exact	D17-Diagnoses_main_ICD10_D17_Benign_lipomatous_neoplasm	lipoma	disease
D21	soft tissue neoplasm	EFO:1000541	Broad	D21-Diagnoses_main_ICD10_D21_Other_benign_neoplasms_of_connective_and_other_soft_tissue	soft tissue neoplasm	disease
D22	Melanocytic nevus	EFO:0009675	Exact	D22-Diagnoses_main_ICD10_D22_Melanocytic_naevi	melanocytic nevus	disease
D23	skin neoplasm	EFO:0004198	Broad	D23-Diagnoses_main_ICD10_D23_Other_benign_neoplasms_of_skin	skin neoplasm	disease
D30	urogenital neoplasm	EFO:0003863	Broad	D30-Diagnoses_main_ICD10_D30_Benign_neoplasm_of_urinary_organs	urogenital neoplasm	disease
D32	benign brain neoplasm	EFO:1000107	Broad	D32-Diagnoses_main_ICD10_D32_Benign_neoplasm_of_meninges	benign brain neoplasm	disease
D35	endocrine neoplasm	EFO:0003769	Exact	D35-Diagnoses_main_ICD10_D35_Benign_neoplasm_of_other_and_unspecified_endocrine_glands	endocrine neoplasm	disease
D36	benign neoplasm	EFO:0002422	Exact	D36-Diagnoses_main_ICD10_D36_Benign_neoplasm_of_other_and_unspecified_sites	benign neoplasm	disease
D37	digestive system neoplasm	EFO:0008549	Exact	D37-Diagnoses_main_ICD10_D37_Neoplasm_of_uncertain_or_unknown_behaviour_of_oral_cavity_and_digestive_organs	digestive system neoplasm	disease
D38	respiratory system neoplasm	EFO:0003853	Broad	D38-Diagnoses_main_ICD10_D38_Neoplasm_of_uncertain_or_unknown_behaviour_of_middle_ear_and_respiratory_and_intrathoracic_organs	respiratory system neoplasm	disease
D41	urogenital neoplasm	EFO:0003863	Broad	D41-Diagnoses_main_ICD10_D41_Neoplasm_of_uncertain_or_unknown_behaviour_of_urinary_organs	urogenital neoplasm	disease
D47	lymphoid neoplasm||common hematopoietic neoplasm	EFO:0001642||EFO:1000201	Exact	D47-Diagnoses_main_ICD10_D47_Other_neoplasms_of_uncertain_or_unknown_behaviour_of_lymphoid_haematopoietic_and_related_tissue	lymphoid neoplasm AND common hematopoietic neoplasm	disease
D48	neoplasm	EFO:0000616	Broad	D48-Diagnoses_main_ICD10_D48_Neoplasm_of_uncertain_or_unknown_behaviour_of_other_and_unspecified_sites	neoplasm	disease
D61	aplastic anemia	HP:0001915	Exact	D61-Diagnoses_main_ICD10_D61_Other_aplastic_anaemias	aplastic anemia	
D75	hematologic disease	EFO:0005803	Exact	D75-Diagnoses_main_ICD10_D75_Other_diseases_of_blood_and_bloodforming_organs	hematologic disease	disease
D89	immune system disease	EFO:0000540	Exact	D89-Diagnoses_main_ICD10_D89_Other_disorders_involving_the_immune_mechanism_not_elsewhere_classified	immune system disease	disease
C44	skin neoplasm	EFO:0004198	Broad	C44-Diagnoses_main_ICD10_C44_Other_malignant_neoplasms_of_skin	skin neoplasm	disease
C49	soft tissue neoplasm	EFO:1000541	Broad	C49-Diagnoses_main_ICD10_C49_Malignant_neoplasm_of_other_connective_and_soft_tissue	soft tissue neoplasm	disease
C78	respiratory system neoplasm||digestive system neoplasm	EFO:0009812	Broad	C78-Diagnoses_main_ICD10_C78_Secondary_malignant_neoplasm_of_respiratory_and_digestive_organs	secondary malignant neoplasm	disease
C79	neoplasm	EFO:0009812	Broad	C79-Diagnoses_main_ICD10_C79_Secondary_malignant_neoplasm_of_other_sites	secondary malignant neoplasm	disease
C80	cancer	EFO:0000311	Broad	C80-Diagnoses_main_ICD10_C80_Malignant_neoplasm_without_specification_of_site	cancer	disease
C85	non-Hodgkins lymphoma	EFO:0005952	Exact	C85-Diagnoses_main_ICD10_C85_Other_and_unspecified_types_of_nonHodgkins_lymphoma	non-hodgkins lymphoma	disease
B37	Candidiasis, Invasive	EFO:1001283	Narrow	B37-Diagnoses_main_ICD10_B37_Candidiasis	candidiasis, invasive	disease
A04	intestinal disease||bacterial disease	EFO:0009431||EFO:0000771	Broad	A04-Diagnoses_main_ICD10_A04_Other_bacterial_intestinal_infections	intestinal disease AND bacterial disease	disease
A08	intestinal disease||viral disease	EFO:0009431||EFO:0000763	Broad	A08-Diagnoses_main_ICD10_A08_Viral_and_other_specified_intestinal_infections	intestinal disease AND viral disease	disease
A63	bacterial sexually transmitted disease	EFO:0003955	Narrow	A63-Diagnoses_main_ICD10_A63_Other_predominantly_sexually_transmitted_diseases_not_elsewhere_classified	bacterial sexually transmitted disease	disease
E27	adrenal gland disease	EFO:0005539	Exact	E27-Diagnoses_main_ICD10_E27_Other_disorders_of_adrenal_gland	adrenal gland disease	disease
BCAC_Overall_BreastCancer_EUR		EFO:0005606		BCAC_Overall_BreastCancer_EUR	family history of breast cancer	disease
Astle_et_al_2016_Sum_neutrophil_eosinophil_counts		EFO:0004842		Astle_et_al_2016_Sum_neutrophil_eosinophil_counts	eosinophil count	
BCAC_ER_negative_BreastCancer_EUR		EFO:1000650		BCAC_ER_negative_BreastCancer_EUR	estrogen-receptor negative breast cancer	disease
Astle_et_al_2016_Eosinophil_counts		EFO:0004842		Astle_et_al_2016_Eosinophil_counts	eosinophil count	
Astle_et_al_2016_Reticulocyte_count		EFO:0007986		Astle_et_al_2016_Reticulocyte_count	reticulocyte count	
Astle_et_al_2016_Lymphocyte_counts		EFO:0004587		Astle_et_al_2016_Lymphocyte_counts	lymphocyte count	disease
MAGIC_ln_FastingInsulin		EFO:0004466		MAGIC_ln_FastingInsulin	fasting blood insulin measurement	disease
IMMUNOBASE_Systemic_lupus_erythematosus_hg19		EFO:0002690		IMMUNOBASE_Systemic_lupus_erythematosus_hg19	systemic lupus erythematosus	disease
CNCR_Insomnia_all		EFO:0004698		CNCR_Insomnia_all	insomnia	disease
Astle_et_al_2016_Monocyte_count		EFO:0005091		Astle_et_al_2016_Monocyte_count	monocyte count	
GEFOS_Forearm		EFO:0003923		GEFOS_Forearm	bone density	disease
Astle_et_al_2016_Neutrophil_count		EFO:0004833		Astle_et_al_2016_Neutrophil_count	neutrophil count	
CARDIoGRAM_C4D_CAD_ADDITIVE		EFO:0001645		CARDIoGRAM_C4D_CAD_ADDITIVE	coronary artery disease	disease
Astle_et_al_2016_White_blood_cell_count		EFO:0004308		Astle_et_al_2016_White_blood_cell_count	leukocyte count	
IBD.EUR.Ulcerative_Colitis		EFO:0003767		IBD.EUR.Ulcerative_Colitis	inflammatory bowel disease	disease
IBD.EUR.Crohns_Disease		EFO:0003767		IBD.EUR.Crohns_Disease	inflammatory bowel disease	disease
Astle_et_al_2016_Myeloid_white_cell_count		EFO:0007988		Astle_et_al_2016_Myeloid_white_cell_count	myeloid white cell count	
Astle_et_al_2016_Granulocyte_count		EFO:0007987		Astle_et_al_2016_Granulocyte_count	granulocyte count	
IGAP_Alzheimer		EFO:0000249		IGAP_Alzheimer	alzheimer's disease	disease
Astle_et_al_2016_Platelet_count		EFO:0004309		Astle_et_al_2016_Platelet_count	platelet count	
Jones_et_al_2016_SleepDuration		EFO:0005271		Jones_et_al_2016_SleepDuration	sleep duration	
Astle_et_al_2016_Sum_eosinophil_basophil_counts		EFO:0004842		Astle_et_al_2016_Sum_eosinophil_basophil_counts	eosinophil count	
ENIGMA_Intracraneal_Volume		EFO:0004886		ENIGMA_Intracraneal_Volume	intracranial volume measurement	
GIANT_HEIGHT		EFO:0004339		GIANT_HEIGHT	body height	
EGG_BW3_EUR		EFO:0004344		EGG_BW3_EUR	birth weight	
Astle_et_al_2016_Sum_basophil_neutrophil_counts		EFO:0004833		Astle_et_al_2016_Sum_basophil_neutrophil_counts	neutrophil count	
RA_OKADA_TRANS_ETHNIC		EFO:0000685		RA_OKADA_TRANS_ETHNIC	rheumatoid arthritis	disease
pgc.scz2		EFO:0000692		pgc.scz2	schizophrenia	disease
PGC_ADHD_EUR_2017		EFO:0003888		PGC_ADHD_EUR_2017	attention deficit hyperactivity disorder	disease
MAGIC_FastingGlucose		EFO:0004465		MAGIC_FastingGlucose	fasting blood glucose measurement	disease
Astle_et_al_2016_Red_blood_cell_count		EFO:0004305		Astle_et_al_2016_Red_blood_cell_count	erythrocyte count	
SSGAC_Depressive_Symptoms		EFO:0007006		SSGAC_Depressive_Symptoms	depressive symptom measurement	disease
BCAC_ER_positive_BreastCancer_EUR		EFO:1000649		BCAC_ER_positive_BreastCancer_EUR	estrogen-receptor positive breast cancer	disease
IBD.EUR.Inflammatory_Bowel_Disease		EFO:0003767		IBD.EUR.Inflammatory_Bowel_Disease	inflammatory bowel disease	disease
Astle_et_al_2016_High_light_scatter_reticulocyte_count		EFO:0007986		Astle_et_al_2016_High_light_scatter_reticulocyte_count	reticulocyte count	
